"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
33,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","tue",435,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"services","married","high.school","no","yes","no","telephone","jun","fri",25,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"admin.","married","high.school","","yes","yes","cellular","aug","thu",163,5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
88,"retired","divorced","basic.4y","no","yes","no","cellular","mar","wed",126,1,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"yes"
32,"admin.","married","high.school","no","no","no","cellular","nov","tue",464,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
29,"blue-collar","married","basic.6y","no","yes","no","cellular","may","fri",69,3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
32,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",247,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
27,"services","single","high.school","no","no","no","telephone","may","fri",144,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"technician","married","professional.course","no","yes","no","telephone","jun","tue",117,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
24,"","single","university.degree","no","yes","no","cellular","jun","tue",728,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
55,"management","divorced","university.degree","no","yes","no","telephone","may","tue",90,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","single","university.degree","no","no","no","cellular","aug","fri",102,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"services","married","high.school","no","no","no","telephone","may","fri",147,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
65,"admin.","married","university.degree","no","yes","no","cellular","may","fri",407,3,999,1,"failure",-1.8,93.876,-40,0.684,5008.7,"yes"
55,"services","married","high.school","","yes","no","telephone","jun","fri",315,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
36,"technician","married","high.school","no","no","no","telephone","jul","tue",426,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
56,"retired","married","basic.4y","","no","no","cellular","jul","tue",580,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"entrepreneur","single","professional.course","no","yes","no","telephone","jun","mon",144,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
39,"management","single","university.degree","no","yes","no","cellular","apr","fri",271,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
28,"technician","single","university.degree","","no","no","telephone","jun","wed",354,17,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
46,"admin.","divorced","basic.9y","","no","no","telephone","may","wed",423,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"services","married","high.school","no","yes","no","cellular","apr","mon",334,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"blue-collar","married","basic.6y","","no","no","cellular","jul","thu",121,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
48,"admin.","divorced","university.degree","","yes","no","cellular","aug","wed",67,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"unemployed","divorced","professional.course","no","yes","no","telephone","jun","tue",353,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
45,"admin.","married","university.degree","no","","","cellular","sep","tue",55,6,999,1,"failure",-3.4,92.379,-29.8,0.819,5017.5,"no"
34,"blue-collar","married","basic.9y","","yes","no","cellular","jul","fri",913,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
37,"management","divorced","university.degree","no","no","no","cellular","may","mon",493,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
29,"management","married","university.degree","no","no","no","telephone","jun","wed",973,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
48,"blue-collar","married","basic.4y","no","no","yes","cellular","apr","thu",220,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
28,"self-employed","single","university.degree","no","yes","no","cellular","mar","fri",186,2,999,0,"nonexistent",-1.8,92.843,-50,1.64,5099.1,"no"
41,"technician","married","high.school","no","no","no","cellular","aug","wed",209,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
31,"services","married","high.school","","yes","no","telephone","jun","tue",170,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
44,"admin.","married","basic.6y","no","no","no","cellular","jul","wed",368,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",50,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"unemployed","married","university.degree","no","yes","no","cellular","jul","mon",122,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",417,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
25,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",162,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
53,"technician","married","professional.course","","yes","no","telephone","may","tue",383,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",328,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
31,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",420,4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
50,"technician","married","basic.6y","no","yes","no","telephone","may","tue",418,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
22,"student","single","high.school","","yes","yes","telephone","may","thu",214,2,1,1,"success",-1.8,93.876,-40,0.699,5008.7,"yes"
30,"technician","married","high.school","no","no","no","cellular","aug","wed",176,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
29,"admin.","single","basic.9y","","no","no","telephone","may","mon",306,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","married","basic.6y","","yes","no","cellular","nov","wed",320,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
44,"admin.","married","high.school","no","yes","no","cellular","jul","wed",118,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",526,1,999,0,"nonexistent",-1.1,94.601,-49.5,1,4963.6,"yes"
33,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",278,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"blue-collar","married","basic.9y","","yes","no","cellular","may","fri",83,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
41,"unemployed","single","basic.4y","no","no","no","cellular","jun","mon",170,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
32,"technician","single","university.degree","no","yes","yes","cellular","aug","mon",508,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",244,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
34,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",267,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
41,"blue-collar","married","basic.9y","","yes","no","cellular","apr","fri",1038,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"student","single","university.degree","no","no","no","telephone","may","thu",619,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"admin.","married","high.school","no","no","no","telephone","jun","mon",346,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"services","married","high.school","no","yes","no","cellular","may","wed",1512,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes"
25,"admin.","married","university.degree","no","yes","no","cellular","jul","thu",60,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
35,"technician","married","professional.course","no","no","no","telephone","jun","wed",417,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
34,"entrepreneur","single","basic.9y","no","yes","no","cellular","jul","tue",38,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",334,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"admin.","divorced","university.degree","","no","yes","cellular","jul","mon",85,9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",293,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
49,"services","married","high.school","","yes","no","cellular","aug","fri",889,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",99,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"entrepreneur","married","basic.9y","no","no","no","cellular","nov","tue",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
51,"admin.","married","university.degree","","","","cellular","aug","wed",332,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
34,"unemployed","married","high.school","no","","","cellular","jul","thu",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"admin.","single","high.school","no","yes","yes","telephone","may","wed",167,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"management","married","university.degree","no","no","no","telephone","aug","mon",328,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"yes"
37,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",430,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
36,"admin.","married","high.school","no","no","no","telephone","may","wed",97,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
39,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",73,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",419,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
41,"admin.","single","university.degree","no","no","no","cellular","aug","tue",127,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
51,"blue-collar","married","basic.4y","","yes","yes","cellular","aug","thu",297,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
37,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",475,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
35,"entrepreneur","married","high.school","no","yes","no","cellular","nov","mon",131,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
43,"blue-collar","single","professional.course","no","yes","no","telephone","jun","tue",209,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"services","married","","","","","cellular","jul","wed",140,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
54,"unemployed","single","basic.6y","no","yes","yes","telephone","jun","mon",91,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
26,"blue-collar","single","high.school","no","yes","no","telephone","nov","fri",208,2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
34,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",263,8,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
46,"technician","married","professional.course","no","yes","no","cellular","nov","mon",61,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
40,"technician","married","professional.course","no","no","no","cellular","aug","mon",94,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
38,"admin.","married","university.degree","no","yes","no","cellular","oct","fri",131,2,8,1,"success",-3.4,92.431,-26.9,0.739,5017.5,"no"
43,"technician","married","","no","yes","no","telephone","may","tue",324,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
40,"technician","married","professional.course","no","yes","no","cellular","aug","mon",505,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"admin.","married","university.degree","no","no","no","telephone","may","fri",370,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
38,"unemployed","married","high.school","no","no","yes","telephone","may","thu",446,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"blue-collar","married","basic.9y","","no","yes","telephone","may","tue",107,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"management","married","university.degree","no","yes","no","telephone","aug","wed",306,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
44,"blue-collar","single","basic.9y","","yes","no","cellular","apr","fri",225,3,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"blue-collar","single","basic.4y","no","yes","no","telephone","jun","fri",59,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
39,"admin.","married","university.degree","no","no","no","telephone","jun","mon",178,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
34,"technician","single","university.degree","no","no","no","cellular","jul","tue",173,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",103,1,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
38,"technician","married","high.school","no","","","cellular","aug","tue",234,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
38,"self-employed","married","professional.course","no","no","no","cellular","nov","thu",24,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
71,"retired","married","basic.4y","no","yes","no","cellular","aug","fri",125,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes"
30,"blue-collar","married","","no","no","no","cellular","jul","wed",59,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"blue-collar","married","basic.9y","","yes","yes","telephone","may","tue",358,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
44,"services","married","high.school","","yes","yes","cellular","aug","fri",34,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
26,"admin.","single","high.school","no","no","no","cellular","jul","fri",140,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
37,"services","single","basic.9y","no","no","no","cellular","may","tue",37,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",39,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
54,"blue-collar","married","basic.4y","","yes","yes","cellular","aug","wed",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"self-employed","divorced","basic.9y","no","yes","no","cellular","apr","wed",343,2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
41,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","tue",260,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"technician","single","professional.course","no","yes","no","telephone","jun","fri",127,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
50,"services","single","basic.4y","no","yes","no","telephone","may","tue",98,9,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"services","single","high.school","no","yes","yes","cellular","may","mon",665,3,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
35,"admin.","single","high.school","no","yes","no","telephone","may","fri",541,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",144,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
37,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",54,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
27,"admin.","single","university.degree","no","yes","yes","cellular","may","mon",80,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
32,"management","single","university.degree","no","no","no","cellular","may","thu",162,4,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
53,"management","married","university.degree","no","no","no","cellular","aug","thu",88,4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
25,"admin.","single","university.degree","no","yes","no","cellular","may","fri",80,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
35,"housemaid","single","professional.course","no","yes","yes","cellular","aug","mon",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"technician","married","university.degree","","no","no","telephone","jun","tue",130,6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
40,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",117,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"services","divorced","basic.9y","","no","yes","telephone","may","mon",202,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"blue-collar","married","basic.4y","","no","no","telephone","may","mon",88,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"technician","single","professional.course","no","yes","no","cellular","aug","tue",128,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
59,"blue-collar","married","basic.4y","","yes","yes","telephone","jun","mon",69,6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
39,"unemployed","married","high.school","no","yes","no","telephone","may","fri",380,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
33,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",289,1,999,1,"failure",-1.7,94.215,-40.3,0.827,4991.6,"no"
43,"technician","single","professional.course","","no","no","telephone","jul","wed",87,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
35,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",1175,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
29,"admin.","single","high.school","no","no","no","cellular","may","thu",14,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
59,"retired","divorced","professional.course","no","yes","no","cellular","may","wed",281,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
32,"admin.","single","university.degree","","no","no","cellular","aug","tue",240,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
30,"admin.","single","university.degree","no","yes","no","telephone","nov","thu",105,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
40,"services","married","high.school","no","yes","no","telephone","may","fri",288,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
45,"technician","married","high.school","no","no","no","telephone","may","wed",81,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"blue-collar","married","basic.4y","","yes","no","cellular","aug","thu",205,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"management","married","university.degree","no","no","no","cellular","aug","tue",253,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
33,"blue-collar","married","basic.9y","no","no","yes","cellular","nov","thu",200,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
39,"technician","single","high.school","no","no","no","cellular","aug","mon",177,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
52,"services","married","basic.6y","no","no","yes","cellular","jul","mon",161,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
36,"entrepreneur","single","basic.4y","no","no","no","cellular","jun","tue",185,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,"yes"
26,"housemaid","married","basic.4y","no","yes","no","cellular","jul","mon",149,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
23,"student","single","high.school","no","yes","no","cellular","oct","thu",262,3,999,0,"nonexistent",-1.1,94.601,-49.5,1.025,4963.6,"no"
24,"student","single","university.degree","no","no","no","cellular","apr","mon",139,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,"no"
51,"technician","married","professional.course","","yes","no","telephone","jun","fri",119,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
40,"admin.","divorced","university.degree","no","no","no","telephone","jul","wed",192,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"admin.","divorced","professional.course","no","yes","yes","cellular","may","tue",429,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
36,"services","single","high.school","no","no","no","cellular","jul","wed",399,17,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
54,"admin.","married","university.degree","no","yes","yes","cellular","apr","tue",235,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
43,"blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",493,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
33,"services","married","basic.9y","no","yes","no","cellular","jul","tue",163,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"services","single","basic.9y","no","yes","no","cellular","may","fri",79,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","sep","wed",110,2,18,2,"failure",-1.1,94.199,-37.5,0.886,4963.6,"no"
34,"technician","married","professional.course","no","yes","no","cellular","aug","fri",201,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
39,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","mon",167,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",447,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
53,"admin.","single","basic.6y","no","yes","no","telephone","jun","mon",63,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"technician","married","university.degree","","no","no","telephone","may","fri",224,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"admin.","single","","","no","no","cellular","jul","tue",183,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
44,"services","single","high.school","no","yes","yes","cellular","nov","wed",277,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
58,"","married","","","no","no","telephone","may","wed",118,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
52,"blue-collar","married","basic.9y","no","no","no","cellular","aug","tue",329,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"technician","married","professional.course","","","","cellular","aug","fri",254,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
57,"management","married","university.degree","no","no","no","cellular","jul","thu",164,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"technician","single","university.degree","no","no","no","cellular","nov","thu",78,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
65,"housemaid","married","basic.4y","no","no","no","cellular","jun","mon",89,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
43,"services","married","basic.6y","no","no","yes","cellular","jul","thu",124,8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
33,"self-employed","married","basic.6y","no","no","no","telephone","may","fri",648,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
36,"entrepreneur","married","basic.9y","no","no","no","cellular","apr","fri",299,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"admin.","married","high.school","no","yes","no","cellular","aug","thu",103,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"blue-collar","married","basic.9y","","no","no","telephone","may","thu",173,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
50,"blue-collar","married","basic.6y","","no","no","telephone","may","thu",544,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
57,"technician","married","high.school","no","no","no","cellular","aug","thu",1230,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
48,"admin.","married","high.school","no","yes","no","cellular","aug","mon",40,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
26,"admin.","single","basic.9y","","yes","no","cellular","may","thu",661,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes"
42,"admin.","single","high.school","no","no","no","cellular","apr","fri",377,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
29,"technician","single","professional.course","no","yes","no","cellular","nov","fri",1555,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
56,"management","married","university.degree","no","yes","no","telephone","may","wed",29,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
54,"admin.","married","university.degree","no","yes","no","cellular","jun","thu",151,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
36,"blue-collar","married","basic.6y","","yes","no","telephone","jun","wed",153,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"admin.","married","university.degree","no","","","telephone","may","tue",176,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"admin.","single","university.degree","no","no","no","cellular","aug","thu",134,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
37,"blue-collar","married","basic.4y","no","no","yes","telephone","may","thu",280,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
46,"self-employed","married","university.degree","no","yes","no","cellular","aug","thu",140,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"blue-collar","married","basic.9y","no","","","cellular","may","fri",68,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
33,"admin.","married","high.school","","yes","no","telephone","may","fri",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
42,"technician","married","university.degree","no","no","no","telephone","may","mon",228,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"admin.","married","university.degree","no","yes","no","cellular","jun","thu",73,1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
36,"technician","married","professional.course","no","yes","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
42,"admin.","married","basic.9y","no","no","no","telephone","apr","mon",406,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
49,"admin.","married","high.school","no","yes","no","cellular","aug","wed",668,2,15,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"yes"
28,"technician","married","university.degree","no","yes","no","cellular","may","thu",402,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
42,"technician","married","basic.9y","no","no","no","telephone","may","tue",610,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"unemployed","divorced","high.school","no","no","no","cellular","nov","mon",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
